과목명,교수,전공,학년,학수번호,강의실,요일,강의시간
전산유체역학, 나양," 항공우주정보시스템공학과, 기계공학부, 기계항공공학부",4,BBSB57461,공A406,수,10-12
기계제작실습, 김덕기," 항공우주정보시스템공학과, 기계공학부, 기계항공공학부",3,BBSB57471,공D133-2,금,01-02
기계제작실습, 김덕기," 항공우주정보시스템공학과, 기계공학부, 기계항공공학부",3,BBSB57471,공D132,금,03-04
기계제작실습, 김덕기," 항공우주정보시스템공학과, 기계공학부, 기계항공공학부",3,BBSB57471,공D133-2,금,05-06
기계제작실습, 김덕기," 항공우주정보시스템공학과, 기계공학부, 기계항공공학부",3,BBSB57471,공D132,금,07-08
기계제작실습, 김덕기," 항공우주정보시스템공학과, 기계공학부, 기계항공공학부",3,BBSB57471,공D133-2,금,09-10
기계제작실습, 김덕기," 항공우주정보시스템공학과, 기계공학부, 기계항공공학부",3,BBSB57471,공D132,금,11-12
구조역학, 정성남," 항공우주정보시스템공학과, 기계공학부, 기계항공공학부",3,BBSB58934,공B460,화,04-06
구조역학, 정성남," 항공우주정보시스템공학과, 기계공학부, 기계항공공학부",3,BBSB58934,공B460,목,13-15
기초전기전자, 이상윤," 항공우주정보시스템공학과, 기계공학부, 기계항공공학부",2,BBSB62253,공B360,화,01-03
기초전기전자, 이상윤," 항공우주정보시스템공학과, 기계공학부, 기계항공공학부",2,BBSB62253,공B360,목,01-03
기초전기전자, 이상윤," 항공우주정보시스템공학과, 기계공학부, 기계항공공학부",2,BBSB62253,공B360,화,04-06
기초전기전자, 이상윤," 항공우주정보시스템공학과, 기계공학부, 기계항공공학부",2,BBSB62253,공B360,목,04-06
기초전기전자, 성상경," 항공우주정보시스템공학과, 기계공학부, 기계항공공학부",2,BBSB62253,공D234,화,04-06
기초전기전자, 성상경," 항공우주정보시스템공학과, 기계공학부, 기계항공공학부",2,BBSB62253,공D234,목,04-06
항공구조실험, 정성남," 항공우주정보시스템공학과, 기계공학부, 기계항공공학부",4,BBSB62265,신공513,수,17-19
항공구조실험, 구남서," 항공우주정보시스템공학과, 기계공학부, 기계항공공학부",4,BBSB62265,신공513,월,17-19
공기역학실험, 박수형," 항공우주정보시스템공학과, 기계공학부, 기계항공공학부",3,BBSB62267,중장비101,화,17-19
공기역학실험, 박수형," 항공우주정보시스템공학과, 기계공학부, 기계항공공학부",3,BBSB62267,중장비101,목,17-19
디지털시스템원리, 강태삼," 항공우주정보시스템공학과, 기계공학부, 기계항공공학부",2,BBSB62269,공D234,화,13-15
디지털시스템원리, 강태삼," 항공우주정보시스템공학과, 기계공학부, 기계항공공학부",2,BBSB62269,공D234,목,13-15
비행역학및성능, 김창주," 항공우주정보시스템공학과, 기계공학부, 기계항공공학부",3,BBSB62272,공B460,월,01-03
비행역학및성능, 김창주," 항공우주정보시스템공학과, 기계공학부, 기계항공공학부",3,BBSB62272,공B460,수,01-03
항공전자마이크로시스템설계, 강태삼," 항공우주정보시스템공학과, 기계공학부, 기계항공공학부",3,BBSB62273,공B460,화,10-12
항공전자마이크로시스템설계, 강태삼," 항공우주정보시스템공학과, 기계공학부, 기계항공공학부",3,BBSB62273,공B460,목,04-06
항공우주종합설계1, 장막심," 항공우주정보시스템공학과, 기계공학부, 기계항공공학부",4,BBSB62286,공D234,월,13-16
항공우주종합설계1, 장막심," 항공우주정보시스템공학과, 기계공학부, 기계항공공학부",4,BBSB62286,중장비306-1,수,13-16
품질경영, 서철승, 신산업융합학과,3,BBXA05957,종강114,수,19-21
품질경영, 서철승, 신산업융합학과,3,BBXA05957,공B566,토,01-06
관리경제학, 최윤식, 신산업융합학과,4,BBXA11855,공B566,토,09-14
경제원론1, 이선희, 신산업융합학과,3,BBXA12959,종강204,화,19-21
경제원론1, 김현, 신산업융합학과,3,BBXA12959,상허관224,목,19-21
글로벌경영, 이동명, 신산업융합학과,2,BBXA50626,공B567,토,09-14
글로벌경영, 이동명, 신산업융합학과,2,BBXA50626,공B567,토,15-19
실무마케팅, 김남일, 신산업융합학과,2,BBXA50627,종강203,화,19-21
실무마케팅, 김남일, 신산업융합학과,2,BBXA50627,종강203,목,19-21
문화산업융합론, 김남일, 신산업융합학과,4,BBXA57372,공B565,토,09-14
통계분석실무, 심동녘, 신산업융합학과,2,BBXA61170,공B165,토,09-14
통계분석실무, 심동녘, 신산업융합학과,2,BBXA61170,공B165,토,15-19
스마트공장개론, 최윤혁, 신산업융합학과,3,BBXA61174,공B565,토,15-19
창업기업의조직문화, 서철승, 신산업융합학과,4,BBXA61178,공B564,토,15-19
창업회계와재무, 고세훈, 신산업융합학과,3,BBXA63070,종강203,수,19-21
창업회계와재무, 고세훈, 신산업융합학과,3,BBXA63070,공B564,토,01-06
기업가정신과벤처창업," 이철규, 권오성", 신산업융합학과,2,BBXA63079,종강208,화,19-21
기업가정신과벤처창업," 이철규, 권오성", 신산업융합학과,2,BBXA63079,종강208,목,19-21
신제품개발과혁신, 심동녘, 신산업융합학과,3,BBXA64327,종강209,화,19-21
신제품개발과혁신, 심동녘, 신산업융합학과,3,BBXA64327,종강209,목,19-21
공학경제개론, 오인하, 신산업융합학과,4,BBXA65157,공B564,토,09-14
창업투자론, 신민성, 신산업융합학과,4,BBXA65158,공B566,토,15-19
기후변화와산업, 오인하, 신산업융합학과,3,BBXA65160,종강202,화,19-21
기후변화와산업, 오인하, 신산업융합학과,3,BBXA65160,종강202,목,19-21
디자인기획, 정유미, 산업디자인학과,3,BGHA46597,예702,수,11-18
디자인문화리서치, 최은별, 산업디자인학과,3,BGHA53374,예721,월,11-18
디자인문화리서치, 박소현, 산업디자인학과,3,BGHA53374,예721,목,01-08
공간디자인스튜디오1, 원하연, 산업디자인학과,4,BGHA53461,예702,화,01-08
디자인프로덕트1, 원하연, 산업디자인학과,2,BGHA53467,예720,수,01-08
디자인프로덕트3, 김지윤, 산업디자인학과,3,BGHA53469,예702,수,01-08
디자인프로덕트3, 정유정, 산업디자인학과,3,BGHA53469,예721,월,01-08
퓨쳐디자인스튜디오1, 이의주, 산업디자인학과,4,BGHA53471,예702,목,11-18
디자인과지식재산권, 윤광훈, 산업디자인학과,2,BGHA53473,예720,월,11-16
디자인과지식재산권, 허동진, 산업디자인학과,2,BGHA53473,예720,금,11-16
UI디자인, 정지윤, 산업디자인학과,2,BGHA53477,예719,수,01-08
UI디자인, 정지윤, 산업디자인학과,2,BGHA53477,예719,수,11-18
UX디자인, 유지현, 산업디자인학과,3,BGHA53479,예721,목,11-18
UX디자인, 유지현, 산업디자인학과,3,BGHA53479,예721,금,11-18
UX디자인스튜디오1," 김혜원, 미배정", 산업디자인학과,4,BGHA53481,예715,수,11-18
디자인프리젠테이션, 서민경, 산업디자인학과,4,BGHA55492,예722,목,03-08
스페이스플래닝1, 이미정, 산업디자인학과,2,BGHA61071,예715,목,01-08
스페이스플래닝1, 김재환, 산업디자인학과,2,BGHA61071,예720,금,01-08
디자인의역사적맥락, 안영주, 산업디자인학과,2,BGHA61072,예720,화,11-18
디자인의역사적맥락, 채혜진, 산업디자인학과,2,BGHA61072,예717-2,목,11-18
스페이스플래닝3, 강신영, 산업디자인학과,3,BGHA61075,예721,수,11-18
스페이스플래닝3, 권수정, 산업디자인학과,3,BGHA61075,예721,금,01-08
메타디자인스튜디오1, 오창섭, 산업디자인학과,4,BGHA61079,예717-2,월,01-08
디자이너메이커, 장예슬, 산업디자인학과,3,BGHA62239,예720,목,03-08
디자이너메이커, 박지홍, 산업디자인학과,3,BGHA62239,예720,목,11-16
디자인리터러시, 오창섭, 산업디자인학과,2,BGHA65293,예720,화,01-08
DESIGN PRODUCT 1, 양지영, 산업디자인학과,2,BGHA65340,예720,월,01-08
비쥬얼머천다이징, 이은아, 의상디자인학과,4,BGNA08765,예1007,목,11-18
비쥬얼머천다이징, 이은아, 의상디자인학과,4,BGNA08765,예1007,금,11-18
의복구성3, 장자문, 의상디자인학과,2,BGNA08799,예623,화,01-08
의복구성3, 장자문, 의상디자인학과,2,BGNA08799,예623,화,11-18
의복디자인1, 고현진, 의상디자인학과,2,BGNA08812,예618,월,11-18
의복디자인1, 고현진, 의상디자인학과,2,BGNA08812,예618,수,11-18
입체구성1, 박슬기, 의상디자인학과,2,BGNA08826,예622,목,11-18
입체구성1, 차유미, 의상디자인학과,2,BGNA08826,예622,금,11-18
테일러링, 최창숙, 의상디자인학과,3,BGNA08842,예620,금,11-18
테일러링, 성주영, 의상디자인학과,3,BGNA08842,예620,월,01-08
패션드로잉1, 이명선, 의상디자인학과,2,BGNA08845,예621,목,01-08
패션드로잉1, 정윤주, 의상디자인학과,2,BGNA08845,예623,수,01-08
패션소재기획및관리, 안동진, 의상디자인학과,3,BGNA08852,예414,수,01-08
패션소재기획및관리, 안동진, 의상디자인학과,3,BGNA08852,예414,수,11-18
패션소품디자인, 강정현, 의상디자인학과,2,BGNA08853,예618,월,01-08
패션소품디자인, 현정원, 의상디자인학과,2,BGNA08853,예620,화,11-18
한국복식사, 이영주, 의상디자인학과,3,BGNA08865,예413,화,11-14
패션마케팅, 우승현, 의상디자인학과,2,BGNA16653,예412,금,03-08
패션리테일링, 허윤, 의상디자인학과,3,BGNA39599,예414,월,11-18
패션리테일링, 하지수, 의상디자인학과,3,BGNA39599,예412,화,01-08
20세기패션사, 문주향, 의상디자인학과,3,BGNA46468,예415,목,03-08
패션취업실무1, 심상보, 의상디자인학과,4,BGNA55503,예615,목,01-08
의류생산관리, 박상근, 의상디자인학과,4,BGNA57362,예415,목,11-18
의류생산관리, 김진홍, 의상디자인학과,4,BGNA57362,예415,금,11-18
크리에이티브앤크리틱, 심상보, 의상디자인학과,3,BGNA57423,예601,목,11-18
크리에이티브앤크리틱," 정수교, 이명선", 의상디자인학과,3,BGNA57423,예601,금,01-08
FASHION STUDIO 2," 이소영, 최선영", 의상디자인학과,4,BGNA65344,예1004,월,11-18
FASHION STUDIO 2," 이소영, 최선영", 의상디자인학과,4,BGNA65344,예1004,화,11-18
디지털세미나1, 구자영, 현대미술학과,4,BGPA09389,예222,수,11-18
새로운평면1, 김재남, 현대미술학과,3,BGPA09399,예308,목,01-08
소프트매터리얼, 박지훈, 현대미술학과,3,BGPA09401,예308,목,11-18
인스탈레이션, 백정기, 현대미술학과,3,BGPA09405,예308,수,11-18
인터액티브미디어, 구자영, 현대미술학과,3,BGPA09406,예222,월,11-18
입체세미나1, 박지훈, 현대미술학과,4,BGPA09407,예301,화,11-18
입체일반1, 박지훈, 현대미술학과,2,BGPA09409,예310,수,11-18
입체일반1, 백정기, 현대미술학과,2,BGPA09409,예304,수,01-08
평면세미나1, 김재남, 현대미술학과,4,BGPA09412,예301,금,11-18
평면일반1, 최수정, 현대미술학과,2,BGPA09414,예304,화,01-08
평면일반1, 최수정, 현대미술학과,2,BGPA09414,예304,화,11-18
ROCK음악의이해, 김호겸, 현대미술학과,2,BGPA09420,예413,월,11-16
디지털이미지1, 신정균, 현대미술학과,2,BGPA39628,예222,목,01-08
디지털이미지1, 정희우, 현대미술학과,2,BGPA39628,예222,목,11-18
하드웨어스튜디오1, 위영일, 현대미술학과,2,BGPA40060,예310,금,03-08
사진1, 김남수, 현대미술학과,2,BGPA58981,예410,목,01-08
사진1, 김남수, 현대미술학과,2,BGPA58981,예410,목,11-18
이미지월드, 배혜정, 현대미술학과,3,BGPA59035,예415,수,03-08
미술현장인턴쉽1, 이준희, 현대미술학과,4,BGPA59036,예414,목,01-08
INTEGRATED VIDEO ADVANCED EDITING, 구자영, 현대미술학과,3,BGPA65343,예222,화,11-18
3D그래픽스1, 이자인, 커뮤니케이션디자인학과,2,BGTA09199,예802,금,01-08
그래픽디자인1, 채병록, 커뮤니케이션디자인학과,2,BGTA09203,예816,수,01-08
그래픽디자인1, 채병록, 커뮤니케이션디자인학과,2,BGTA09203,예816,수,11-18
사진과디자인, 배진희, 커뮤니케이션디자인학과,2,BGTA09231,예823,수,01-08
사진과디자인, 배진희, 커뮤니케이션디자인학과,2,BGTA09231,예823,수,11-18
사진과디자인, 김희정, 커뮤니케이션디자인학과,2,BGTA09231,예821,목,11-18
아이덴티티디자인, 김병진, 커뮤니케이션디자인학과,3,BGTA09241,예823,월,11-18
인터랙션디자인, 김영진, 커뮤니케이션디자인학과,3,BGTA09252,예816,금,01-08
인터랙션디자인, 김영진, 커뮤니케이션디자인학과,3,BGTA09252,예816,금,11-18
크리에이티브일러스트레이션, 박성완, 커뮤니케이션디자인학과,3,BGTA09262,예823,목,11-18
타이포그래피1, 양희재, 커뮤니케이션디자인학과,2,BGTA16142,예824,목,01-08
타이포그래피1, 양희재, 커뮤니케이션디자인학과,2,BGTA16142,예824,목,11-18
미디어디자인1, 김지윤, 커뮤니케이션디자인학과,2,BGTA46565,예816,월,01-08
미디어디자인1, 김지윤, 커뮤니케이션디자인학과,2,BGTA46565,예816,월,11-18
디자인리서치, 조혜영, 커뮤니케이션디자인학과,3,BGTA50227,예821,월,05-08
디자인리서치, 조혜영, 커뮤니케이션디자인학과,3,BGTA50227,예821,월,11-14
비주얼커뮤니케이션디자인, 강진, 커뮤니케이션디자인학과,3,BGTA50755,예802,목,01-08
비주얼커뮤니케이션디자인, 강진, 커뮤니케이션디자인학과,3,BGTA50755,예802,목,11-18
졸업프로젝트-그래픽, 한창호, 커뮤니케이션디자인학과,4,BGTA57462,예824,화,01-08
졸업프로젝트-그래픽, 한창호, 커뮤니케이션디자인학과,4,BGTA57462,예824,화,11-18
졸업프로젝트-미디어, 유우종, 커뮤니케이션디자인학과,4,BGTA57463,예823,화,01-08
졸업프로젝트-미디어, 유우종, 커뮤니케이션디자인학과,4,BGTA57463,예823,화,11-18
졸업프로젝트-영상, 최병일, 커뮤니케이션디자인학과,4,BGTA57464,예822,화,01-08
졸업프로젝트-영상, 최병일, 커뮤니케이션디자인학과,4,BGTA57464,예822,화,11-18
포트폴리오, 안효진, 커뮤니케이션디자인학과,4,BGTA57465,예822,수,01-08
포트폴리오, 안효진, 커뮤니케이션디자인학과,4,BGTA57465,예824,수,11-18
컨텐츠기획및전시프로젝트, 김지현, 커뮤니케이션디자인학과,3,BGTA63129,예801,수,01-08
3D GRAPHICS DESIGN 1, 이자인, 커뮤니케이션디자인학과,2,BGTA65347,예802,금,11-18
신화와상상력, 서영주," 영상영화학과, 영상학과",1,BGWA09437,예412,화,11-16
영상편집, 배그림," 영상영화학과, 영상학과",2,BGWA39630,예221,금,03-10
영상편집, 미배정," 영상영화학과, 영상학과",2,BGWA39630,예221,금,11-18
스토리텔링2, 안종혁," 영상영화학과, 영상학과",2,BGWA46545,예201,월,03-10
스토리텔링2, 안종혁," 영상영화학과, 영상학과",2,BGWA46545,예201,화,03-10
3D컴퓨터모델링앤셋팅, 탁도연," 영상영화학과, 영상학과",2,BGWA50132,예306,수,03-10
3D컴퓨터모델링앤셋팅, 이규홍," 영상영화학과, 영상학과",2,BGWA50132,예401,수,11-18
디지털인터랙티브애니메이션, 최순호," 영상영화학과, 영상학과",2,BGWA55795,예221,월,03-10
디지털인터랙티브애니메이션, 최순호," 영상영화학과, 영상학과",2,BGWA55795,예221,월,11-18
영상애니메이션보기·읽기, 서영주," 영상영화학과, 영상학과",3,BGWA55847,예412,목,11-18
졸업작품워크샵1, 최승원," 영상영화학과, 영상학과",4,BGWA55862,예307,목,11-18
졸업작품워크샵1, 안종혁," 영상영화학과, 영상학과",4,BGWA55862,예201,수,03-10
졸업작품워크샵1, 송희승," 영상영화학과, 영상학과",4,BGWA55862,예307,월,03-10
3D컴퓨터캐릭터액팅, 최정연," 영상영화학과, 영상학과",3,BGWA55886,예306,화,03-10
3D컴퓨터캐릭터액팅, 김대홍," 영상영화학과, 영상학과",3,BGWA55886,예221,목,03-10
취업실무1, 정수현," 영상영화학과, 영상학과",4,BGWA57439,예415,수,13-18
포스트프로덕션워크샵, 고은비," 영상영화학과, 영상학과",4,BGWA57443,예306,금,03-10
다매체조형, 최진영," 영상영화학과, 영상학과",3,BGWA61161,예402,금,11-18
3DFX, 권정삼," 영상영화학과, 영상학과",4,BGWA62192,예306,목,03-10
라이프드로잉, 최승원," 영상영화학과, 영상학과",1,BGWA62228,예B103,목,03-10
라이프드로잉, 임민희," 영상영화학과, 영상학과",1,BGWA62228,예B103,목,11-18
BASIC ANIMATION, 정준호," 영상영화학과, 영상학과",1,BGWA65876,예401,금,03-10
BASIC ANIMATION, 정준호," 영상영화학과, 영상학과",1,BGWA65876,예401,금,11-18
연출과스토리보드1, 정준호," 영상영화학과, 영상학과",2,BGWA65879,예401,수,03-10
연출과스토리보드1, 최소형," 영상영화학과, 영상학과",2,BGWA65879,예401,목,03-10
언리얼워크샵, 탁도연," 영상영화학과, 영상학과",3,BGWA65882,예306,월,03-10
언리얼워크샵, 탁도연," 영상영화학과, 영상학과",3,BGWA65882,예306,월,11-18
시나리오기초, 이완민," 영상영화학과, 매체연기학과",1,BGXA09462,예219,금,11-18
즉흥연기, 김선," 영상영화학과, 매체연기학과",2,BGXA09481,예219,화,11-18
매소드연기, 김수현," 영상영화학과, 매체연기학과",4,BGXA45195,예220,목,01-08
다큐멘터리제작, 김일란," 영상영화학과, 매체연기학과",3,BGXA45202,예220,금,11-18
드라마연구, 이완민," 영상영화학과, 매체연기학과",3,BGXA65922,예219,수,11-16
액션코디네이터," 신세영, 김세빈, 조성구"," 영상영화학과, 매체연기학과",3,BGXA65923,예B103,화,11-18
매체제작워크샵1, 송낙원," 영상영화학과, 매체연기학과",3,BGXA65930,예220,화,11-18
매체제작워크샵1, 김일란," 영상영화학과, 매체연기학과",3,BGXA65930,예414,금,01-08
시나리오창작, 최주연," 영상영화학과, 매체연기학과",2,BGXA65935,예220,금,01-08
장면연기1, 유지태," 영상영화학과, 매체연기학과",1,BGXA65938,예103,목,01-08
장면연기1, 유지태," 영상영화학과, 매체연기학과",1,BGXA65938,예103,목,11-18
졸업공연프로젝트, 김용현," 영상영화학과, 매체연기학과",4,BGXA65940,예219,목,11-18
졸업작품프로젝트1, 신창환," 영상영화학과, 매체연기학과",4,BGXA65941,예220,월,11-18
장르연구, 서영주," 영상영화학과, 매체연기학과",2,BGXA65948,예412,금,11-16
발성과화술심화, 정영주," 영상영화학과, 매체연기학과",3,BGXA66061,예103,월,11-18
일본문화교육론, 우연희, 일어교육과,3,BHBA09652,사217,월,07-08
일본문화교육론, 우연희, 일어교육과,3,BHBA09652,사217,목,09-12
일본어학개론, 오현정, 일어교육과,2,BHBA09677,사327,수,05-07
일본어학개론, 오현정, 일어교육과,2,BHBA09677,사201,목,05-07
일본역사의이해, 박삼헌, 일어교육과,1,BHBA48089,사201,화,03-08
일본어교수법의역량강화, 이경숙, 일어교육과,4,BHBA61476,사217,화,01-06
일본어의발음과억양, 이경숙, 일어교육과,2,BHBA62332,사217,화,07-12
일본근현대소설강의," 신인섭, 이승진", 일어교육과,3,BHBA62334,사108,화,13-18
초급일본어1, 최혜정, 일어교육과,1,BHBA62335,사320,월,06-08
초급일본어1, 최혜정, 일어교육과,1,BHBA62335,사320,목,06-08
초급일본어회화1, 나가시마 노리코, 일어교육과,1,BHBA62338,사217,수,14-16
초급일본어회화1, 나가시마 노리코, 일어교육과,1,BHBA62338,사217,금,10-12
생활일본어회화, 최혜정, 일어교육과,2,BHBA62340,사320,월,09-14
한일비교문화론, 박삼헌, 일어교육과,4,BHBA62347,사108,수,07-12
중급일본어회화1, 나가시마 노리코, 일어교육과,1,BHBA62348,사217,수,11-13
중급일본어회화1, 나가시마 노리코, 일어교육과,1,BHBA62348,사217,금,05-07
중급일본어1, 우연희, 일어교육과,1,BHBA62353,사217,월,04-06
중급일본어1, 우연희, 일어교육과,1,BHBA62353,사217,목,06-08
미분기하학2, 김영주, 수학교육과,4,BHCA09746,사216,목,04-06
미분기하학2, 김영주, 수학교육과,4,BHCA09746,사218,금,04-06
수학교육과정및평가론, 홍진곤, 수학교육과,3,BHCA09765,사216,화,10-12
수학교육과정및평가론, 홍진곤, 수학교육과,3,BHCA09765,사216,수,10-12
수학및매스매티카실습1, 문명호, 수학교육과,1,BHCA09773,사216,월,11-14
수학및매스매티카실습1, 문명호, 수학교육과,1,BHCA09773,사216,수,03-06
중등대수교육2, 김석진, 수학교육과,4,BHCA09794,사218,월,13-15
중등대수교육2, 김석진, 수학교육과,4,BHCA09794,사218,수,13-15
집합론, 하구용, 수학교육과,1,BHCA09796,사216,금,13-18
행렬과벡터공간, 김석진, 수학교육과,1,BHCA09807,사218,월,03-06
행렬과벡터공간, 김석진, 수학교육과,1,BHCA09807,사218,수,09-12
조합및그래프이론, 김석진, 수학교육과,2,BHCA48014,사218,화,04-06
조합및그래프이론, 김석진, 수학교육과,2,BHCA48014,사218,목,01-03
ICT활용수학교육, 송정화, 수학교육과,1,BHCA61466,사216,금,01-06
다변수해석학과문제해결교육, 김영주, 수학교육과,3,BHCA63043,사201,수,03-04
다변수해석학과문제해결교육, 김영주, 수학교육과,3,BHCA63043,사218,금,10-13
건강교육," 김원중, 신세영", 체육교육과,2,BHDA09815,체육관117,수,09-12
건강교육," 김원중, 신세영", 체육교육과,2,BHDA09815,체육관117,화,01-04
기계체조1, 임경묵, 체육교육과,1,BHDA09828,체육관206,금,05-08
스포츠경영학, 허영진, 체육교육과,4,BHDA09876,체육관114,월,05-08
스포츠경영학, 허영진, 체육교육과,4,BHDA09876,체육관117,목,03-04
체육교육평가, 박경석, 체육교육과,4,BHDA09938,체육관117,월,09-12
체육교육평가, 박경석, 체육교육과,4,BHDA09938,체육관117,금,07-08
체육진로교육, 박경석, 체육교육과,3,BHDA09955,체육관117,수,05-08
체육진로교육, 박경석, 체육교육과,3,BHDA09955,체육관117,목,11-12
운동실기, 김원중, 체육교육과,4,BHDA33219,체육관114,화,13-16
무용교육, 김민정, 체육교육과,3,BHDA47959,체육관116,금,09-12
여가레크리에이션," 최영래, 최규현", 체육교육과,4,BHDA47960,체육관114,화,03-06
육상경기1, 서민석, 체육교육과,1,BHDA53346,체육관206,목,05-08
배구현장지도법, 김원중, 체육교육과,1,BHDA61397,체육관206,월,09-12
배구현장지도법, 김원중, 체육교육과,1,BHDA61397,체육관206,목,09-12
축구현장지도법, 최규현, 체육교육과,1,BHDA61398,체육관202,화,13-16
캠핑및하이킹현장지도법, 박경석, 체육교육과,1,BHDA61399,체육관116,월,17-19
테니스현장지도법, 허영진, 체육교육과,2,BHDA61400,체육관202,화,09-12
테니스현장지도법, 허영진, 체육교육과,2,BHDA61400,체육관107,목,09-12
야구현장지도법," 최영래, 강사", 체육교육과,3,BHDA61403,체육관116,목,03-06
야구현장지도법," 최영래, 미배정", 체육교육과,3,BHDA61403,체육관116,목,03-06
볼링현장지도법, 임기원, 체육교육과,3,BHDA61406,체육관116,수,05-08
핸드볼현장지도법, 강용구, 체육교육과,4,BHDA61407,체육관206,월,13-16
해양스포츠현장지도법, 박경석, 체육교육과,3,BHDA61410,체육관116,금,17-19
휘트니스현장지도법, 임금정, 체육교육과,2,BHDA62214,체육관117,수,13-16
부전공실기1, 안선영, 음악교육과,1,BHEA10046,사311,화,07-08
부전공실기1, 문상원, 음악교육과,1,BHEA10046,사323,금,05-06
부전공실기3, 김예슬, 음악교육과,2,BHEA10048,사311,수,03-04
부전공실기3, 장춘희, 음악교육과,2,BHEA10048,사225,월,15-16
부전공실기5, 박주경, 음악교육과,3,BHEA10050,사312,화,17-18
부전공실기5, 유승공, 음악교육과,3,BHEA10050,사311,목,17-18
부전공실기7, 유승공, 음악교육과,4,BHEA10052,사311,목,15-16
부전공실기7, 노지영, 음악교육과,4,BHEA10052,사311,목,09-10
실내악1," 유승공, 윤성원", 음악교육과,3,BHEA10064,사311,수,05-08
음악개론, 안소영, 음악교육과,1,BHEA10087,사312,화,10-12
음악개론, 안소영, 음악교육과,1,BHEA10087,사312,금,14-16
음악교육론, 최은식, 음악교육과,2,BHEA10091,사312,화,15-16
음악교육론, 최은식, 음악교육과,2,BHEA10091,사312,목,13-16
전공세미나," 안소영, 윤성원, 유승공, 최은식, 김재미", 음악교육과,1,BHEA10130,사312,월,13-16
피아노반주법, 노지영, 음악교육과,4,BHEA33263,사311,목,11-14
국악가창및장구반주법, 김윤조, 음악교육과,4,BHEA45209,사311,월,13-16
시창청음1," 안소영, 유승공", 음악교육과,1,BHEA48051,사311,화,03-06
합창합주1," 유승공, 권동현", 음악교육과,1,BHEA48060,산학322,월,09-12
합창합주1, 박주경, 음악교육과,1,BHEA48060,사311,월,17-19
합창합주3," 유승공, 권동현", 음악교육과,2,BHEA48062,산학322,월,09-12
합창합주3, 박주경, 음악교육과,2,BHEA48062,사311,월,17-19
합창합주7," 유승공, 권동현", 음악교육과,4,BHEA48066,산학322,월,17-19
합창합주7, 박주경, 음악교육과,4,BHEA48066,사311,월,17-19
음악논리및논술, 최진경, 음악교육과,4,BHEA48068,사225,월,03-08
음악분석및형식론1, 안소영, 음악교육과,3,BHEA61058,사225,목,13-16
음악교과중심융합인재교육," 안소영, 김명옥, 최은식", 음악교육과,4,BHEA61457,사312,수,15-18
영어교육론, 조정순, 영어교육과,2,BHFA04265,사225,화,14-16
영어교육론, 조정순, 영어교육과,2,BHFA04265,사225,수,16-18
영어문법, 황종배, 영어교육과,2,BHFA12938,사301-1,화,03-05
영어문법, 황종배, 영어교육과,2,BHFA12938,사301-1,수,13-15
영어음성음운론, 이우승, 영어교육과,2,BHFA48186,사112,월,09-10
영어음성음운론, 이우승, 영어교육과,2,BHFA48186,사112,금,13-16
영어읽기쓰기지도법, 조정순, 영어교육과,3,BHFA48190,사112,수,11-13
영어읽기쓰기지도법, 조정순, 영어교육과,3,BHFA48190,사112,목,11-13
영어교육학입문, 조정순, 영어교육과,1,BHFA54610,사225,화,04-06
영어교육학입문, 조정순, 영어교육과,1,BHFA54610,사225,목,04-06
영어교육전공독해1, 임인재, 영어교육과,1,BHFA54611,사105,화,07-09
영어교육전공독해1, 임인재, 영어교육과,1,BHFA54611,사105,목,10-12
영어회화, 션패트릭스토리, 영어교육과,3,BHFA54640,사112,월,13-15
영어회화, 션패트릭스토리, 영어교육과,3,BHFA54640,사112,목,14-16
교사를위한영어구문론, 이우승, 영어교육과,3,BHFA61438,사112,월,05-08
교사를위한영어구문론, 이우승, 영어교육과,3,BHFA61438,사112,금,17-18
영미문화교육, 박재영, 영어교육과,1,BHFA61439,사201,화,10-12
영미문화교육, 박재영, 영어교육과,1,BHFA61439,사117,목,07-09
ICT활용영어교육실습, 이준원, 영어교육과,4,BHFA61442,사112,화,14-16
ICT활용영어교육실습, 이준원, 영어교육과,4,BHFA61442,사112,수,14-16
스토리텔링과영어교육, 박재영, 영어교육과,2,BHFA65156,사225,화,07-09
스토리텔링과영어교육, 박재영, 영어교육과,2,BHFA65156,사225,목,10-12
평생교육방법론, 고주은, 교육공학과,2,BHGA48037,사201,목,11-16
평생교육경영론, 유병민, 교육공학과,3,BHGA51046,사320,월,01-02
평생교육경영론, 유병민, 교육공학과,3,BHGA51046,사327,화,04-07
미래사회와교육, 임걸, 교육공학과,1,BHGA54821,사327,화,09-12
미래사회와교육, 임걸, 교육공학과,1,BHGA54821,온라인(녹화),금,13-14
교수매체제작및현장적용, 유병민, 교육공학과,2,BHGA61359,사201,수,09-12
교수매체제작및현장적용, 유병민, 교육공학과,2,BHGA61359,온라인(녹화),금,01-04
수의학심화실습2," 이상원, 서건호, 김수현, 류영수, 한진수, 김우석, 남상섭, 최인수, 박승용", 수의학과,4,BICA58579,수510,월,18-20
수의학심화실습2," 이정익, 최양규, 신호철, 강영선, 이중복, 이동훈, 김시윤, 송창선, 임현정", 수의학과,4,BICA58579,수409,월,18-20
통합진단학2," 김휘율, 박희명", 수의학과,4,BICA62364,수306,월,18-20
통합진단학2," 김재환, 정순욱, 고윤영", 수의학과,4,BICA62364,수307,월,18-20
